slug,image_type,path,format,alt_text,license,source,note
slu-pp-915,grade_card,images/grade-cards/slu-pp-915.svg,svg,"Evidence-grade card for SLU-PP-915. Overall grade B. Per-outcome — Endurance / exercise capacity (the marketed use): F; Oral bioavailability (its whole point vs #60): B; Metabolic syndrome / heart failure / muscle atrophy / DMD: F; Human efficacy or safety: F; Doping / sport status: not graded. Based on 4 cited sources, 2 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
slu-pp-915,structure,images/structures/slu-pp-915.svg,svg,"2D chemical structure of SLU-PP-915 (C17H13BFNO3S), molecular weight 341.2 g/mol, 24 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
snap-8,grade_card,images/grade-cards/snap-8.svg,svg,"Evidence-grade card for SNAP-8 (Acetyl Octapeptide-3). Overall grade C. Per-outcome — Topical: appearance of expression lines: C; ""~30% more active than Argireline"": D; Reaching the neuromuscular junction at cosmetic doses: D; ""Works like Botox"": F; Safety (topical): not graded. Based on 3 cited sources, 0 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
snap-8,sequence_card,images/structures/snap-8.svg,svg,"Data card for SNAP-8 (Acetyl Octapeptide-3): peptide, molecular formula C42H72N16O15S, 74 heavy atoms, molecular weight 1073.2 g/mol. Large peptide — 2D structure not shown.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,"large molecule (74 heavy atoms > 70) — schematic card, not a 2D depiction"
squalane,grade_card,images/grade-cards/squalane.svg,svg,"Evidence-grade card for Squalane. Overall grade B. Per-outcome — Emollient softening & moisture retention (appearance/feel of dry skin): B; Lightweight, non-comedogenic facial oil for oily / acne-prone skin (tolerability): B; Antioxidant / anti-ageing appearance: C; Soothing / post-procedure comfort (appearance & feel): C. Based on 4 cited sources, 4 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
squalane,structure,images/structures/squalane.svg,svg,"2D chemical structure of Squalane (C30H62), molecular weight 422.8 g/mol, 30 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
ss-31,grade_card,images/grade-cards/ss-31.svg,svg,"Evidence-grade card for SS-31 (Elamipretide). Overall grade A. Per-outcome — Barth syndrome — muscle strength (the approved use): A; Primary mitochondrial myopathy: F; Heart failure (HFpEF / cardiac): F; Dry age-related macular degeneration (AMD): D; Acute kidney injury / ischemia-reperfusion: D; ""Cellular energy / anti-aging / exercise capacity in healthy people"" (the popular use): F; Cognitive / neuroprotection: F; Safety: not graded. Based on 5 cited sources, 2 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
ss-31,structure,images/structures/ss-31.svg,svg,"2D chemical structure of SS-31 (Elamipretide) (C32H49N9O5), molecular weight 639.8 g/mol, 46 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
survodutide,grade_card,images/grade-cards/survodutide.svg,svg,"Evidence-grade card for Survodutide (BI 456906). Overall grade B. Per-outcome — Weight loss (obesity, no diabetes): B; MASH resolution / hepatic fat: B; Glycaemic control (T2D): C; Cardiovascular outcomes: not graded; Safety / tolerability: not graded. Based on 5 cited sources, 1 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
survodutide,none,,,,CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,no image — identifier confidence 'none'; no confident structure to render
syn-ake,grade_card,images/grade-cards/syn-ake.svg,svg,"Evidence-grade card for Syn-Ake (Dipeptide Diaminobutyroyl Benzylamide Diacetate). Overall grade A. Per-outcome — Appearance of expression/dynamic wrinkles (the cosmetic use): B; Mechanism (mnAChR antagonism): B; ""Botox alternative"" equivalence: D; Antioxidant (secondary claim): C; Safety / tolerability (topical): A. Based on 4 cited sources, 2 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
syn-ake,structure,images/structures/syn-ake.svg,svg,"2D chemical structure of Syn-Ake (Dipeptide Diaminobutyroyl Benzylamide Diacetate) (C23H37N5O7), molecular weight 495.6 g/mol, 35 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
tb-500,grade_card,images/grade-cards/tb-500.svg,svg,"Evidence-grade card for TB-500 (Thymosin Beta-4 fragment). Overall grade C. Per-outcome — Musculoskeletal / tendon / muscle recovery (the marketed use): C; Wound healing / corneal repair: C; Cardiac repair: C; Marketed ""recovery stack"" (with BPC-157) for human injury/performance: F; Safety & long-term: not graded. Based on 5 cited sources, 2 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
tb-500,structure,images/structures/tb-500.svg,svg,"2D chemical structure of TB-500 (Thymosin Beta-4 fragment) (C38H68N10O14), molecular weight 889.0 g/mol, 62 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
tesamorelin,grade_card,images/grade-cards/tesamorelin.svg,svg,"Evidence-grade card for Tesamorelin. Overall grade A. Per-outcome — HIV-associated lipodystrophy — visceral-fat (VAT) reduction (approved indication): A; Liver fat / NAFLD (in HIV): B; Non-HIV visceral fat / general body composition / longevity (popular off-label): C; Cognition (older adults): C; Safety: not graded. Based on 4 cited sources, 0 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
tesamorelin,sequence_card,images/structures/tesamorelin.svg,svg,"Data card for Tesamorelin: peptide, molecular formula C221H366N72O67S, 361 heavy atoms, molecular weight 5135.9 g/mol. Large peptide — 2D structure not shown.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,"large molecule (361 heavy atoms > 70) — schematic card, not a 2D depiction"
tesofensine,grade_card,images/grade-cards/tesofensine.svg,svg,"Evidence-grade card for Tesofensine. Overall grade B. Per-outcome — Weight loss / obesity: B; Energy expenditure + appetite (dual mechanism): B; Parkinson's / Alzheimer's (original use): D; Cardiovascular safety: C; Tolerability: C. Based on 4 cited sources, 2 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
tesofensine,structure,images/structures/tesofensine.svg,svg,"2D chemical structure of Tesofensine (C17H23Cl2NO), molecular weight 328.3 g/mol, 21 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
thymalin,grade_card,images/grade-cards/thymalin.svg,svg,"Evidence-grade card for Thymalin. Overall grade C. Per-outcome — Immune restoration / immunocorrection (the registered use): C; Geroprotection / longevity: C; Severe COVID-19 immune modulation (elderly): D; Radiation / hematopoietic immune injury: D; Independent replication / overall quality: not graded; Safety: not graded. Based on 5 cited sources, 3 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
thymalin,none,,,,CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,no image — identifier confidence 'none'; no confident structure to render
thymosin-alpha-1,grade_card,images/grade-cards/thymosin-alpha-1.svg,svg,"Evidence-grade card for Thymosin Alpha-1 (Thymalfasin / Zadaxin). Overall grade B. Per-outcome — Chronic hepatitis B (approved indication): B; Immune modulation / vaccine response (elderly, immunocompromised): B; Sepsis: C; Cancer immunotherapy adjunct: C; COVID-19 (severe/hospitalised): C; General ""immune boosting"" (healthy people / wellness): D; Safety: not graded. Based on 5 cited sources, 0 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
thymosin-alpha-1,sequence_card,images/structures/thymosin-alpha-1.svg,svg,"Data card for Thymosin Alpha-1 (Thymalfasin / Zadaxin): peptide, molecular formula C129H215N33O55, 217 heavy atoms, molecular weight 3108.3 g/mol. Large peptide — 2D structure not shown.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,"large molecule (217 heavy atoms > 70) — schematic card, not a 2D depiction"
tirzepatide,grade_card,images/grade-cards/tirzepatide.svg,svg,"Evidence-grade card for Tirzepatide. Overall grade A. Per-outcome — Type-2 diabetes glycemic control: A; Chronic weight management (obesity): A; Obstructive sleep apnea (with obesity): A; Safety: not graded. Based on 1 cited sources, 0 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
tirzepatide,none,,,,CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,no image — identifier confidence 'none'; no confident structure to render
tranexamic-acid,grade_card,images/grade-cards/tranexamic-acid.svg,svg,"Evidence-grade card for Tranexamic Acid. Overall grade B. Per-outcome — Topical: melasma (products typically 2–5%): B; Topical: post-inflammatory hyperpigmentation & general uneven tone: B; Safety (topical cosmetic form): not graded. Based on 4 cited sources, 4 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
tranexamic-acid,structure,images/structures/tranexamic-acid.svg,svg,"2D chemical structure of Tranexamic Acid (C8H15NO2), molecular weight 157.2 g/mol, 11 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
vip,grade_card,images/grade-cards/vip.svg,svg,"Evidence-grade card for VIP (Vasoactive Intestinal Peptide). Overall grade A. Per-outcome — Endogenous physiology (circadian/SCN, vasodilation, anti-inflammatory): A; CIRS / mold-illness (""capstone"" nasal-spray therapy — the marketed use): D; Inflammatory / pulmonary disease (inhaled VIP; aviptadil in ARDS/COVID): C; Circadian / sleep, anxiety/depression, ""anti-aging,"" nootropic (speculative gray-market): F; Safety: not graded. Based on 5 cited sources, 3 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
vip,none,,,,CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,no image — identifier confidence 'none'; no confident structure to render
vitamin-c,grade_card,images/grade-cards/vitamin-c.svg,svg,"Evidence-grade card for Vitamin C (L-Ascorbic Acid). Overall grade A. Per-outcome — Topical L-AA: fine wrinkles / photoaging appearance (5–15%): A; Antioxidant photoprotection (adjunct to sunscreen): A; Hyperpigmentation appearance (melasma, sun spots, PIH): A; Collagen synthesis (mechanism-level cofactor): A; Topical L-AA at 20%+ (high-strength): B; Vitamin C derivatives (SAP, MAP, ascorbyl glucoside, EAA, THDA): B; Sensitive skin tolerability: not graded; Formulation stability (mechanism-level): not graded; Compatibility with copper peptides (GHK-Cu): not graded; Systemic / oral vitamin C for skin outcomes: not graded. Based on 9 cited sources, 7 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
vitamin-c,structure,images/structures/vitamin-c.svg,svg,"2D chemical structure of Vitamin C (L-Ascorbic Acid) (C6H8O6), molecular weight 176.1 g/mol, 12 heavy atoms.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,
wolverine-stack,grade_card,images/grade-cards/wolverine-stack.svg,svg,"Evidence-grade card for ""Wolverine"" Stack (BPC-157 + TB-500). Overall grade C. Per-outcome — The combination's synergy / healing (the entire selling point): F; Mechanistic rationale (coupled angiogenesis + cell migration): C; BPC-157 alone (soft tissue/gut): D; TB-500 fragment alone: D; Combination safety: not graded. Based on 4 cited sources, 0 DOI-verified.",CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — evidence-grade card rendered from the dataset grades,
wolverine-stack,none,,,,CC-BY-4.0,Vallydia Ingredient-Evidence Register (https://vallydia.com) — structure rendered with RDKit from a PubChem-resolved SMILES,no image — identifier confidence 'none'; no confident structure to render
